Tip,Paylaþým,,,,
Pozitif,Exatlon þuan çekiliyor olsaydý acun takýmlarý eþitlemek için beyaz takýma berkaný transfer ederdi sonra siyahlar oyun kazanamazdý,,,,
Pozitif,old youtuber tayfayý kim olduklarýný bilmediði için çöp kategorisine koyanlar... Yormayýn,,,,
Pozitif,tanýdýklarým bir elin parmaðýný geçmez olaya bak,,,,
Pozitif,Doðanýn dilaranýn bacaklarýndan daha çok kýl var demesi cnrkxkemck sonrasýnda kýsa bi bakýþma,,,,
Pozitif,Elanur yürüme koþ Koþ,,,,
Negatif,Hiçbirini tanýmýyorum ama bazýlarý çok mal,,,,
Pozitif,acun yaptýðýn her programa dünyanýn en zor yarýþmasý diyorsun. ,,,,
Pozitif,"bi karar ver artýk kanka, deli olacaksýn yakýnda.",,,,
Pozitif,exatlon parkuru survivor parkurlarýndan daha güzel ,,,,
Pozitif,Yakýþýklý oldugunuz kadar vay anasýný avradanýsýnýzda furkan bey,,,,
Negatif,Gizem hortlak mýsýn her yerden çýkýyon mk,,,,
Pozitif,gözümüzü gönlümüzü açtýn Allah razý olsun,,,,
Pozitif,Uzun zamandýr bekliyordum,,,,
Pozitif,Siyah takýmýn kazanmasýný böyle izliyorum... ,,,,
Pozitif,çok zor durumdayým kiramý ödeyemedim Evim çok kötü durumda,,,,
Pozitif,Exatlon daki cezalar çok kötü lan,,,,
Pozitif,"Orkun, kusura bakma ama bok gibi sunmuþsun.",,,,
Pozitif,Orkun ýþýtmak: siz bu isimleri sosyal medyadan çok iyi tanýyorsunuz ,,,,
Negatif,Kýz öldü amk afafsg,,,,
Pozitif,"Orkun: """"þuan yanýyorsun"""" diyor :)",,,,
Negatif,Exatlon futkan okum cenabet mi gittin oralara bi insanýn her cezada baþýna bi þey mi gelir tam bir ergen ibne,,,,
Pozitif,Ayný kiþi mi bunlar ?,,,,
Pozitif,izlemedim izlemek gibi bir niyetimde yok bu sene ki survivor bana yetti exatlon hic cekemem ,,,,
Negatif,gözde inþallah diskalifiye olursun,,,,
Pozitif,Yaðmur baya iyi lan hayran kaldým kadýna,,,,
Pozitif,Gözde'nýn hýrsýna aþýk oldum,,,,
Pozitif,"Survivor da bu kadar kurgu ve algýdan gýna gelmiþken,#exatlon izlemek ,neden?",,,,
Pozitif,Elanin  kiminle hazýrlandýðý açýklanmýþ,,,,
Pozitif,Öykü Berkan diye bir instagram fenomeni yarýþýyormuþ daha önce kýzýn ismini bile duymamýþtým,,,,
Pozitif,Siz buna Elanur demiþsiniz ama bu bildiðimiz survivor Gizem ,,,,
Pozitif,Tarafým belli Miafitz ,,,,
Pozitif,Üzümlü kekim,,,,
Negatif,"exatlon ne cringe bý program Twitter da gördüm direkt anladým izleyenler yaþýnýz kaç çok merak ettim, ne boþ insanlarsýnýz",,,,
Pozitif,ne ka tanýmadýðýmýz fenomen varsa toplamýþsýnýz bitek hayrettini tanýyorum amk. annen evdemiiiii #exatlon,,,,
Pozitif,Ulan Walter daha neler getirebilirsin diye merakla izliyorum seni,,,,
Pozitif,"Dizi ve filmlerdeki kadýn þiddetine, tacizlerine RTÜK'ün bir el atmasý lazým",,,,
Pozitif,Kadýna Þiddete Hayýr,,,,
Pozitif,Hayata karþý doðan gibi bakýyorum çok nadir barýþ gibi oluyorum,,,,
Pozitif,Doðrularý konuþalým,,,,
Pozitif,Türkiyenin Tek Tamamen Türkçe koronavirüs canlý yayýnýna aþaðýdaki linkten ulaþabilirsiniz.,,,,
Negatif,Kýzlarýn 3 gün bakým yapmamasýyla çöküp çirkin olmalarý :( ,,,,
Pozitif,Bunlar ayný kiþi mi aq,,,,
Negatif,Kaç yýldýr instagram kullanýyorum  bu kim aq.,,,,
Pozitif,Gündeme geri dönelim.. Exatlon tarafýnýzý görelim bakalým,,,,
Pozitif,Harikasýn mükemmelsin efsanesin,,,,
Pozitif,netflix fakiriyiz anlatsanýza nasil bu yeni yarýþma,,,,
Pozitif,bunlar nasýl ayný kiþi olabilir arkadaþlar,,,,
Pozitif,Dilara mükemmeldi aksini iddia eden kördür kendini her parkur geliþtirdi ve yargý daðýttý aferin kýz sana,,,,
Negatif,Tamamýyla fuhuþ,,,,
Pozitif,"Exatlon'u çok baþarýlý buldum, özellikle Netflix'te olmasý süper olmuþ",,,,
Pozitif,çok tatlýsýn canm,,,,
Pozitif,biri sunun dikkat cekme cabasini gozumun onunden ceksin,,,,
Pozitif,"Survivor parkurundan sonra #exatlon parkuru gözümüzü, gönlümüzü açtý",,,,
Pozitif,koþarmýsýn gelip arkadan ittirelim mi ?,,,,
Negatif,gayette çoðu kiþiyi tanýyoruz. maðarada mý yaþýyosunuz amk her twit altýna bu kim bu kim. anan kardeþim,,,,
Pozitif,Çok çok fazla çökmüþ burada,,,,
Pozitif,HADI BISMILLAH BEN BASLIYOM,,,,
Pozitif,Direkt Miafitz Yapsaydýnýz Ýsmini Daha çok Tutardý Bu Program..,,,,
Pozitif,Kusursuz.,,,,
Pozitif,Ben izleyemiyorum. Benim Netflix de yok :(,,,,
Pozitif,Bu ikisi yarýþsa oyunu baþkasý kazanýr  ,,,,
Pozitif,Günde 10 saati instagramda geçirip de nasýl bu yarýþmadakileri tanýmam,,,,
Pozitif,türkiye'de elraen ve delimine yi izlemek vardý,,,,
Pozitif,exatlonun en güçlüsü benim,,,,
Pozitif,"86,Ben aþýrý eðleniyorum þuan",,,,
Negatif,býrakýn artýk boþ þeyleri konuþmayý ya Acun'u yeteri kadar zengin etmediniz mi? #exatlon çok mu önemli?,,,,
Pozitif,Kýzlarýn hiçbirini tanýmýyorum dkfjdkfkdkfkkdkf,,,,
Pozitif,Erkeklerden de urasý hayrettini ve doðaný tanýyorum sadece,,,,
Pozitif,Finalde Acun Ilýcalý yý unutmayýp yarý siyah tiþört giyen koca yürekli Orkun ,,,,
Pozitif,yarýþmaya gidecek olursam ilerde tek isteðim elanur ve öyküden biraz hýzlý olmak elanur aþko atýþlarýn mükemmel ama bitiricilik yok,,,,
Negatif,Sýrf bu þerefsiz evlatlarý var diye sosyal medyanýn kökten kapatýlmasý taraftarýyým.,,,,
Pozitif,Arkadaþlar farkýnda mýsýnýz tek amacýmýz barýþýn þampiyon olmasý ve herkes onun için açtý sayfalarýný,,,,
Pozitif,Panoromalarda en iyilerden bahsedilirken sürekli Cemal Can dan bahsedilmesi týrnaklarýyla kazýyarak yaptý bu baþarýyý,,,,
Negatif,Spoiler Veriyorum,,,,
Pozitif,Cemal Can’a sistematik olarak tanýdýk arkadaþlarýna söyleyip  olumsuz haberler yaptýranlar oluyor,,,,
Negatif,Hakanýn bunlarý söylerken yüzüne bakýn nasýl kuduruyor icten ice barýþý kýskanmaktan ne dedigini bilmiyor,,,,
Negatif,143 iq' lu Nisa Bölükbaþý' nýn kanalýna yüklediði videoya bakar mýsýnýz? Lütfen biri iq' mu düþürsün lütfen,,,,
Pozitif,Her þeye raðmen en önemlisi nezaket ve centilmenlik,,,,
Pozitif,sayýn hakan hatipoðluna þöyle cevap vermek istiyoruz,,,,
Pozitif,Herkes konusur ama önemli olan icraat,,,,
Pozitif,Of Nisa yaaa avokadoyu niye býrakmadýn :( çocuk sen klinikteyken bile ona sarýlýp uyumuþtu :((,,,,
Pozitif,Seviyorum seni babakommmm,,,,
Negatif,Barýþ fanlarý çok cahil maalesef. Geneli eðitimsiz kesim.,,,,
Pozitif,BU ÇOCUKTAN FÝNALLERÝ ALMAK ÖYLE KOLAY DEÐÝL!,,,,
Pozitif,Kaptan Cemal Can 4/5 yaparak takýmýna son sayýsýný da getiriyor,,,,
Pozitif,Kaptanlýk oyununda cemalin berkaný almak için hadi Barýþ en iyi süreyi yap demesini bi tek ben farketmedim heralde,,,,
Pozitif,Bu exatlonda niye hep ayný eþleþmeler oluyor?,,,,
Pozitif,"Barýþ Anadolu Efes'te basket oynamýþ, basketbol oyununda ilk tur Ersin'i seçiyor. Söyleyeceklerim bu kadar.",,,,
Pozitif,Mert'i benim hesabýmda 87 kiþi takip ediyor. Size diyecek en ufak lafým bile yok. Yazýklar olsun vallahi ,,,,
Pozitif,Final günü bmy kimseye oy kaydirmak yok tek geldik tek gidmemiz lazim 9 gün kaldi þurda,,,,
Pozitif,ÞAMPÝYON OLACAKSIN KARAKARTAL ,,,,
Pozitif,ellerine saðlýk,,,,
Pozitif,bunu yazman çok komik durmuþ sanki bilmiyorsun,,,,
Pozitif,halkýmýz salak deðil,,,,
Negatif,"Kýskanç, vasýfsýz, kendini bi bok sanan semihi bi fotoðrafla size anlatýyorum",,,,
Pozitif,su bolumleri adem ve havvadan baslatmayi birakir misiniz,,,,
Negatif,"algý krallarý, paralý köpekler... tiksiniyorum sizden sahtesiniz sahte",,,,
Pozitif,video temsilidir lütfen yanlýþ yerlere çekmeyin söyledikleri bu haftanýn özeti olduðu için,,,,
Pozitif,Ben böyle biþey görmedim ya. Geçmiþ olsun,,,,
Pozitif,Barýþ'a þuan inanýlmaz bir destek var,,,,
Pozitif,Dün ki bölümü tekrar izledim birkaç yer çok kafama takýldý siz ne düþünüyorsunuz bilmiyorum ama benim düþüncem þu yönde,,,,
Pozitif,"Eðer Cemal Caný da kastediyorsa, neden gidip yanýna oturup dertleþiyor ?",,,,
Negatif,Çünkü kendisi ikiyüzlü,,,,
Pozitif,Kim yazdýysa gerçekleri gören biri valla helal olsun,,,,
Pozitif,Çok mutlu oldum oðlum benim mesajýmý aldý okudu çok sevindim,,,,
Pozitif,Yeni þarký çýkmýþ izlemeyen piþman oluyor,,,,
Pozitif,"Final yaklaþýrken malum kitlenin, malum þahýslarýn çirkin algý oyunlarýný bu þekilde izliyoruz",,,,
Negatif,Bu profil semih Öztürk için açýlan ilk ve OFFÝCÝAL anti sayfasýdýr.,,,,
Pozitif,Geliþmeler saygý çerçevesi altýnda sizlerle paylaþýlacak,,,,
Pozitif,ilahi adalet yerini bulacak algýlar kötü niyetler art niyetler su yüzüne çýkacak,,,,
Negatif,siz bu kadar iðrenç kuduruk böylesine aciz saygýsýz ve bu kadar kötü niyetli oldukça kýçýnýzý tekmeleyeceðiz,,,,
Pozitif, Þimdi de anladýk ki oyun sunmak her baba yiðidin harcý deðilmiþ .,,,,
Negatif,Kafanýzýn içinde beyin yerine bok var,,,,
Negatif,"mal aq, iyi ki elendin, kezban",,,,
Pozitif,dünyaya trol olarak geldiðini kanýtlayan anlar,,,,
Pozitif,Arkadaþýmý göndermeye kalkan kiþi benim arkadaþým olamaz abi,,,,
Pozitif,Turabiyi sevmem ama söylemi çok doðru,,,,
Pozitif,Ceyhun abinin kýzý kanserden öldüðü için tüm Türkiye çokk üzülmüþ,,,,
Pozitif,Sizler unuta bilirsiniz ben unutmam.,,,,
Negatif,"Arkadaslar, siz gerizekalý mýsýnýz?",,,,
Pozitif,felaket bi þeysin,,,,
Pozitif,Yüzleþmeye az kaldý þurada. Vakit buldukça eski bölümleri izleyip dikkatimi çeken yerleri kaydediyorum,,,,
Negatif,Bunlarýn dýþýndakiler çöp,,,,
Negatif,kolay yetiþmiyor aga varlýðý olay yokluðu koyar,,,,
Pozitif,ilk defa bu kadar sanatçý ruhlu biri geldi,,,,
Negatif,sinirlerim bozuldu alýn sizin de bozulsun,,,,
Negatif,ananý sikeyim o zaman,,,,
Negatif,Orospu çocuðu ,,,,
Negatif,ananý sikeyim,,,,
Negatif,vatan haini,,,,
Negatif,sülaleni sikeyim,,,,
Negatif,alman köpeði,,,,
Negatif,gizli hesaplara bakma uygulamasýný bulan kiþi ananý sikeyim,,,,
Negatif,sinek kere ananý sikeyim senin,,,,
Negatif,Senin ben ananý sikeyim umarým boðazýný keserler,,,,
Negatif,kafaný keseceðim senin,,,,
Negatif,Ananý sikeyim senin orospu evladý,,,,
Negatif,anasýný sikeyim senin gibi adamýn,,,,
Negatif,Yýkýl samsun enkazýný göreyim sana memleket diyenin anasýný avradýný sikeyim,,,,
Negatif,bizi bu hallere düþüren herkesin anasýný avradýný sikeyim,,,,
Negatif,böyle günün anasýný sikeyim,,,,
Negatif,Emeði geçen herkesin anasini sikeyim,,,,
Negatif,senin kafaný keserim hýyar,,,,
Negatif,Senin kafaný keserim ara beni,,,,
Negatif,puþt herif,,,,
Negatif,ya biz kime ne anlatýyoruz amýna koyim,,,,
Negatif,"Her alkol alana, küfredene günah diyenler þöyle bi siktirsin gitsin, kendi sevabýnýzdan çok milletin günahýný düþünür olmuþsunuz amýna koyim",,,,
Negatif,kapatacaksanýz Tiktok'u kapatýn amýna koyim ,,,,
Negatif,Öyle mi olmuþ býrakýn öyle kalsýn düzeltenin amýna koyim,,,,
Negatif,"ALLAH belaný versin, Psikopat, Ruh hastasý",,,,
Negatif,Senin Allah versin belani bee,,,,
Negatif,"Bana ""Salak"" dedikten 2 dakika sonra ""Salak Oðlu Salak"" olduðunu ancak fark etti",,,,
Negatif,gerizekali amciklar sizce kralicemizin cembari bilmeme ihtimali var mi,,,,
Negatif,Bu tagý hangi gerizekalý açmýþ,,,,
Negatif,ben artik 40 yas ustu geri kafali+ota boka karisan+ gerizekali+cahil oc insanlarla muhatap olmak istemiyorum,,,,
Negatif,onun adýný kullanamazsýnýz gerizekalý mahlukatlar.,,,,
Negatif,Siktir lan gerizekalý sen kimsin aq,,,,
Negatif,Madem site kapatiliyo burdan bütün akrabalarimin aminakoyim gerizekâlý mahlukatlar,,,,
Negatif,"Gerizekalý, ruh hastasý , sakak beyinsiz ",,,,
Negatif,Korkunç! Savunmasý yine ayný beni tehdit etti. Beni karalamak için yapýldý. Ya bi siktir git ya,,,,
Negatif,twitter da destekliyor siktir git hadi siteden,,,,
Negatif,Ya bir siktir git amk,,,,
Negatif,Siktir ol git bu takýmdan aptal orspu cocugu,,,,
Negatif,siktir git o zaman,,,,
Negatif,Hadi þimdi siktir git,,,,
Negatif,siktir git salak salak konuþma amk,,,,
Negatif,belhanda'nýn pas istediði pozisyona bak aq siktir git þu takýmdan sikik,,,,
Negatif,Gelen bildirime bak siktir git lan,,,,
Negatif,Lan bi siktir git yalanýnda böylesii,,,,
Negatif,Sen yalancý hain bir insansýn,,,,
Negatif,Ya gene çýktý bu karþýma bi siktir git amk sülüðü ne yapýþkan çýktýn ya,,,,
Pozitif,Niye bu kadar güzel olmak zorundasýn,,,,
Pozitif,hangimiz daha güzel,,,,
Pozitif,kýz sen ne güzel ne güzel gülüyorsun,,,,
Pozitif,Prenses ev arýyo,,,,
Pozitif,pilates yapmiyo muydu bu kadýn çok iyi oyuncu filan yazmýslar,,,,
Negatif,Ne abarttýnýz þu tipsizi ya,,,,
Pozitif,Eminim burda duyar kasanlarýn hepsi simdi deli gibi surviyor ve dizi izliyor,,,,
Pozitif,Gündemde bir numara.Bu sosyal medya gerçekten saçmalamaya baþladý.,,,,
Pozitif,oha akýnýn dudaklarý varmýþ kdkdkdkdkdkd hemde dolgun ,,,,
Pozitif,durmaksýnýz sürerken ögrenciler olarak isteklerimiz haklarýmýzýn verilmesi,,,,
Pozitif,"Ýnternet hýzým, kameramýn beni algýlamamasý veya sýnav süremin kýsalmasý benim suçum deðil.",,,,
Pozitif,witwiser yüzünden maðduruz,,,,
Negatif,Bu itülülerin þýmarýklýklarýndan býkanlar,,,,
Pozitif,yaþadýðýmýz problemlerini çevremdekilere anlatýyorum kendi baþarýsýzlýðýma kýlýf uyduruyormusum gibi davranýyorlar,,,,
Pozitif,"Amacý belli olamayan bi eklenti, amatörce düzenlenmiþ ve maðduriyete odaklý sýnav sistemi",,,,
Pozitif,Ne hayallerle geldiðimiz ÝTÜ’de bunlarý yaþadýðýmýza inanamýyorum. Çözümünüz çözüm deðil öðrenciyi maðdur etmek!,,,,
Pozitif,Online sýnav yapýlmasý aþýrý saçma. Trakya Üniversitesi ödev sistemi uyguladý bize ve zor olsa da ben bundan çok memnunuz,,,,
Pozitif,sýnav sürem eksik baþladým sorularý görmediðim halde,,,,
Pozitif,Vizesinden yüksek not alýp iyi bir notla geçme ihtimalimin yüksek olduðu ve finaline çalýþtýðým dersin sýnavý,,,,
Pozitif,"eskiden sýnavý yapabilecek miyim diye stres olurdum, artýk sýnava girebilecek miyim diye. Teþekkürler",,,,
Pozitif,Okulumuzda online sýnavda yaþanan maðduriyetlere gün gün tanýklýk ediyoruz,,,,
Pozitif,Ya þaka yapýyoruz falan ama ben bugün arkadaþýma SINAVA GÝREBÝLDÝN MÝ diye soru sormak zorunda kaldým ya. Bu nedir ya?,,,,
Pozitif,Bu yaþananlar ÝTÜ' nün 2013 mezuniyetinden belliydi o gün rektöre sýrtýný dönen tüm arkadaþlarýma selam olsun.,,,,
Pozitif,uzun uzun yazmak anlamsýz gelmeye baþladý zaten dikkate almýyosunuz,,,,
Pozitif,Geek dedelerimiz bile duydu sesimizi ama daha siz duymadýnýz!,,,,
Pozitif,Verilerimiz yurtdýþýnda depolanýyor,,,,
Pozitif,Sýnava girmek için can atan öðrenciler ama buna izin vermeyen bir sistem dünyada örneði yoktur,,,,
Pozitif,"Sosyal Medyada iyi küfreden/hakaret eden deðil """"Algýyý iyi yöneten"""" kazanýr.",,,,
Pozitif,Sýnava girebildin mi ,,,,
Pozitif,Keþke sadece sýnavý rezillik olsa; öðrenciye it muamelesi yapýlýyor. Övünebildikleri tek þey de “yeþil kampüs”.,,,,
Pozitif,güz dönemi uzaktan eðitim olmasýn lütfen. bu rezilliði kaldýracak ne enerjim ne de motivasyonum kaldý,,,,
Pozitif,bizler salatada salyangoz yerken sizler doða kolejini satýn aldýnýz.,,,,
Pozitif,Bütün okul sýnav derdinde bizimki de arada doðum gününü kutlatmaya çalýþýyor,,,,
Pozitif,Siz anlayana kadar biz anlatmaya ve belgelemeye devam edeceðiz. Bu sistem hukuksuz!,,,,
Pozitif, Heralde tt olmak rektörün hoþuna gitti reklamýn iyisi kötüsü olmaz vur kýrbacý öðrenciye,,,,
Pozitif,Bu süreçte kiminin ailesinden virüs kapan oldu ,,,,
Pozitif,Kiminin anne babasý iþsiz kaldý iflas etti,,,,
Pozitif,"O kadar uyarý yapýldý hala aksiyon alýnmadý, pandemi dönemindeki en kötü final dönemi budur. Tebrikler. ",,,,
Pozitif,Sayenizde sýnavý geçmeyi deðil sýnava girebilmeyi dert edinir olduk,,,,
Pozitif,Vereceðiniz bir cevabýnýz da kalmadý mý ?,,,,
Pozitif,"Rektörümüzün, uyarýlara kopya göndermesi ile geçiþtirdiði uygulama!",,,,
Pozitif,Kimya sýnavýna girebildim lakin kimyanýn babasý Cabir Bin Hayyan gelse 1 saatte o 15 soruyu çözemezdi,,,,
Pozitif,Daha önce yaptýðým testte bu seçenek yoktu. ,,,,
Pozitif,FÝNAL var diye geldik ama REZALETTEN baþka bir þey yok,,,,
Pozitif,Sýnava girebilmek istemek diye bi talep olabilir mi çýldýrýyorum ya ,,,,
Pozitif,Bizi periþan etmekle kalmadýnýz kendinizi de rezil ettiniz. Bir çýnar olan þu okulun itibarý ne halde bir bakýn!,,,,
Negatif,"90,Sizin kepaze sistemleriniz yüzünden bursum kesilirse medde kendimi yakarým",,,,
Negatif,"bir iki tane engellemeyi unuttuðum ortalýk orospusunun evlâdý gelip zamlara arka çýkmýþ, motivasyonu da saðlýðýmýzmýþ. sizin o aðzýnýzý sikeyim ben siz insan deðilsiniz siz bakteri bile deðilsiniz.",,,,
Negatif,sana noluyo orospu evladý kürt terörist bizim ülkemiz sizinmi amk cocuklarý,,,,
Pozitif,Ardaya hayýr diyenlerin hiç bir mantýklý açýklamasý yok. Arda Turan Gs ve Türk futbol tarihinin en önemli 3-5 futbolcusundan biridir... Gelir Aslan gibi oynar kimse merak etmesin,,,,
Negatif,Zýkkým iç,,,,
Negatif,Pipetle biramý içilir bilmem ne demiþ bazý kör topallar sizene mk isterse kaþýkla içer ayrýca pipetle bira içerseniz kafanýz x2 daha güzel olur,,,,
Pozitif,"Tanrý yoktur, ÝNANMA, milleti Rahatsýz etme.",,,,
Pozitif,"Müslüman isen, Allah’ýn haram ettiði içeceði reklam etmekle kastýnýz nedir ? 
Deðilseniz cevap vermenize gerek yok",,,,
Pozitif,"45 çocuða Ensar Vakfýnda tecavüz edilirken “bir kereden bir þey olmaz” diyenler, bugün toplumsal deðerlerden bahsedemezler!
",,,,
Pozitif,Siz þaka mýsýnýz? Telefon flaþý kadar parlakligi kaldý ülkenin.. 45 çocuða tecavüz edilirken ahlaki ve manevi degerleriniz bozulmuyor da Mabel dinleyince mi bozuluyor? Siz þaka mýsýnýz? Ösym sorularýný zamanýnda satarken ahlaki deðerleriniz nerdeydi?,,,,
Pozitif,"Para kaybetmemek için boþanýp sonra biriyle ayný evde yaþamadý, aðlayýp para dilemedi, gerektiðinde toplum için muhalif duruþu olup  kafayý kuma sokmadý. Tecavüz, þiddete vb sorunlara susmadý. O yüzden Mabel Matiz deðerdir! Soytarýlýk deðer deðildir!",,,,
Pozitif,"Kendi televizyonlarýnda ""12-17 yaþýndaki çocukla evlenilir, vücudu kusursuzdur"" diyen profesör, ""Listem hazýr, bizim aile 50 kiþiyi götürür"" diyen kadýn ahlak bozmuyor da. Mabel Matiz'in Þeyh Galip ve Neþet Ertaþ'dan bahseden sorusu ahlak mý bozuyor?",,,,
Pozitif,Mabel Matiz'in Kýbrýs Gazisi babasý Ali Karaca. Çok güzel evlat yetiþtirmiþsin Ali amca.,,,,
Pozitif,Mabel Matiz deðerlerimizi ve kültürümüzü emin olun ki sanatçý diye nitelendirdiðiniz herkesten çok daha iyi yansýtýyor. Asýl sanatçý o! Bu ülkenin en kaliteli sanatçýsý o,,,,
Pozitif,"Mabel Matiz in cinsel tercihi deðil kafasýnýn içindekiler ve bize aktardýklarý önemli. 
Sýnavda çýkan soru da nefisti.
Zira Zeki Müren de bu ülkenin en büyük deðerlerindendi.",,,,
Pozitif,Mabel Matiz Bu ülkenin bahçesinde açan en renkli çiçektir bundandýr bu kadar koparýlmak harcanýlmak istenmesi.,,,,
Pozitif,"Sabahlarý, milli deðerlerimize uygun þarkýlar söyleyen ve klipler çeken Demet Akalýn'ý dinlemeden güne baþlayamýyorum.",,,,
Pozitif,"2012 den beri yanýndayým, hep de öyle olucak... Yüzündeki gülümseme eksik olmasýn caným çocuk. Hayatýmý gökkuþaðý gibi renkli yaptýn sana minnettarým... Hiçbir zaman yalnýz deðilsin olmucaksýn YANINDAYIZ..",,,,
Pozitif,Mabel Matiz son yýllarýn en iyi sanatçýlarýndan biri kaliteli müzik kliplerini ve þarkýlarýný yapýp sanatýný konuþturuyor meyve veren aðacý taþlayamazsýnýz  ,,,,
Pozitif,"Kliplerinde milli deðerlerimize her defasýnda yer veren, gerçek bir sanatçý ve Mabel'in olduðu gibi hiç kimsenin hayatýný sorgulamak kimsenin haddine deðildir!!!",,,,
Pozitif,Her klibinde buram buram kalite ve Anadolu kokan Mabel Matize saygýsýzlýk yapmak kimsenin haddine deðildir.,,,,
Pozitif,Bir insaný eþcinsel diye onlar yokmuþ gibi yaþayamazsýnýz . Homofobi benim milli deðerimin parçasý deðil . Kimsenin de olmayana kadar susmayacaðým .insanlarý hoslandigi kisilere gore yargýlayamazsýnýz . Lütfen kendinizi egitin .,,,,
